,location,size,total_sqft,bath,price,bhk,price_per_sqft
1607,Electronic City,4 Bedroom,2000.0,4.0,120.0,4,6000.0
1608,Electronic City,2 BHK,890.0,2.0,45.0,2,5056.179775280899
1609,Electronic City,2 BHK,1128.0,2.0,65.65,2,5820.035460992909
1610,Electronic City,2 BHK,865.0,2.0,42.0,2,4855.491329479769
1611,Electronic City,2 BHK,910.0,2.0,42.0,2,4615.384615384615
1612,Electronic City,3 BHK,1360.0,2.0,75.0,3,5514.7058823529405
1613,Electronic City,2 BHK,770.0,1.0,40.0,2,5194.805194805194
1614,Electronic City,2 BHK,1128.0,2.0,64.0,2,5673.758865248227
1615,Electronic City,2 BHK,1070.0,2.0,54.0,2,5046.728971962617
1616,Electronic City,3 BHK,1571.0,3.0,89.0,3,5665.181413112668
1617,Electronic City,3 BHK,1111.0,3.0,50.0,3,4500.450045004501
1618,Electronic City,2 BHK,870.0,2.0,39.5,2,4540.229885057472
1619,Electronic City,3 BHK,1374.0,2.0,72.0,3,5240.174672489084
1620,Electronic City,2 BHK,1128.0,2.0,65.35,2,5793.439716312056
1621,Electronic City,2 BHK,1128.0,2.0,65.0,2,5762.411347517729
1622,Electronic City,2 BHK,755.0,1.0,34.0,2,4503.311258278146
1623,Electronic City,3 BHK,1563.0,3.0,91.84,3,5875.879718490083
1624,Electronic City,3 BHK,1652.0,3.0,70.0,3,4237.28813559322
1625,Electronic City,2 BHK,1025.0,2.0,54.5,2,5317.073170731707
1626,Electronic City,3 BHK,1350.0,3.0,58.0,3,4296.296296296297
1627,Electronic City,3 BHK,1700.0,3.0,75.0,3,4411.764705882353
1628,Electronic City,2 BHK,1128.0,2.0,68.0,2,6028.368794326241
1629,Electronic City,1 BHK,700.0,1.0,35.0,1,5000.0
1630,Electronic City,3 BHK,1360.0,2.0,70.5,3,5183.823529411765
1631,Electronic City,3 BHK,1571.0,3.0,105.0,3,6683.64099299809
1632,Electronic City,3 BHK,1600.0,3.0,104.0,3,6500.0
1633,Electronic City,3 BHK,1500.0,2.0,100.0,3,6666.666666666668
1634,Electronic City,2 BHK,1152.0,2.0,65.0,2,5642.36111111111
1635,Electronic City,2 BHK,1070.0,2.0,60.0,2,5607.476635514018
1636,Electronic City,2 BHK,1128.0,2.0,65.5,2,5806.7375886524815
1637,Electronic City,2 BHK,1200.0,2.0,59.0,2,4916.666666666667
1638,Electronic City,2 BHK,1152.0,2.0,65.75,2,5707.465277777777
1639,Electronic City,2 BHK,1070.0,2.0,55.0,2,5140.186915887851
1640,Electronic City,2 BHK,1060.0,2.0,58.0,2,5471.698113207547
1641,Electronic City,2 BHK,1025.0,2.0,54.1,2,5278.048780487805
1642,Electronic City,3 BHK,1500.0,2.0,78.0,3,5200.0
1643,Electronic City,2 BHK,1213.0,2.0,59.32,2,4890.35449299258
1644,Electronic City,3 BHK,1575.0,3.0,90.0,3,5714.285714285716
1645,Electronic City,1 RK,435.0,1.0,19.5,1,4482.758620689655
1646,Electronic City,3 BHK,1449.0,3.0,100.0,3,6901.311249137337
1647,Electronic City,2 BHK,1125.0,2.0,58.0,2,5155.555555555556
1648,Electronic City,3 BHK,1575.0,3.0,101.0,3,6412.698412698413
1649,Electronic City,1 BHK,550.0,1.0,12.0,1,2181.818181818182
1650,Electronic City,2 BHK,919.0,2.0,40.0,2,4352.557127312296
1651,Electronic City,3 BHK,1500.0,2.0,78.25,3,5216.666666666667
1652,Electronic City,2 BHK,1363.0,2.0,79.0,2,5796.038151137197
1653,Electronic City,2 BHK,1108.0,2.0,67.15,2,6060.4693140794225
1654,Electronic City,2 BHK,1128.0,2.0,65.7,2,5824.468085106383
1655,Electronic City,2 BHK,1060.0,2.0,51.0,2,4811.320754716981
1656,Electronic City,3 BHK,1650.0,3.0,100.0,3,6060.606060606061
1657,Electronic City,2 BHK,1025.0,2.0,49.0,2,4780.487804878048
1658,Electronic City,3 BHK,1449.0,3.0,90.0,3,6211.180124223602
1659,Electronic City,2 BHK,1070.0,2.0,58.0,2,5420.560747663551
1660,Electronic City,2 BHK,1210.0,2.0,54.0,2,4462.809917355372
1661,Electronic City,3 BHK,1500.0,2.0,75.0,3,5000.0
1662,Electronic City,2 BHK,1070.0,2.0,52.0,2,4859.813084112149
1663,Electronic City,4 BHK,2435.0,4.0,119.0,4,4887.063655030801
1664,Electronic City,2 BHK,1073.0,2.0,60.0,2,5591.798695246972
1665,Electronic City,3 BHK,1500.0,2.0,78.0,3,5200.0
1666,Electronic City,2 BHK,1070.0,2.0,47.0,2,4392.523364485981
1667,Electronic City,2 BHK,1296.0,2.0,65.0,2,5015.432098765432
1668,Electronic City,2 BHK,1140.0,2.0,70.93,2,6221.929824561405
1669,Electronic City,4 BHK,2093.0,4.0,104.0,4,4968.944099378882
1670,Electronic City,2 BHK,1025.0,2.0,53.9,2,5258.536585365854
1671,Electronic City,2 BHK,940.0,2.0,54.0,2,5744.680851063829
1672,Electronic City,1 BHK,435.0,1.0,21.0,1,4827.5862068965525
1673,Electronic City,3 BHK,1500.0,2.0,77.5,3,5166.666666666667
1674,Electronic City,3 BHK,1631.0,3.0,80.0,3,4904.966278356837
1675,Electronic City,2 BHK,1355.0,2.0,67.0,2,4944.649446494464
1676,Electronic City,1 BHK,435.0,1.0,22.0,1,5057.471264367816
1677,Electronic City,2 BHK,1039.0,2.0,50.0,2,4812.319538017325
1678,Electronic City,2 BHK,770.0,1.0,39.9,2,5181.818181818182
1679,Electronic City,2 BHK,1128.0,2.0,64.0,2,5673.758865248227
1680,Electronic City,1 BHK,605.0,1.0,13.31,1,2200.0
1681,Electronic City,1 BHK,530.0,1.0,13.5,1,2547.169811320755
1682,Electronic City,2 BHK,1070.0,2.0,53.0,2,4953.271028037383
1683,Electronic City,3 BHK,1571.0,3.0,83.0,3,5283.259070655633
1684,Electronic City,3 BHK,1350.0,3.0,66.0,3,4888.88888888889
1685,Electronic City,3 BHK,1652.0,3.0,110.0,3,6658.59564164649
1686,Electronic City,2 BHK,1128.0,2.0,65.58,2,5813.829787234043
1687,Electronic City,1 BHK,635.0,1.0,28.0,1,4409.4488188976375
1688,Electronic City,2 BHK,1128.0,2.0,65.4,2,5797.872340425533
1689,Electronic City,2 BHK,1355.0,2.0,72.9,2,5380.073800738008
1690,Electronic City,2 BHK,770.0,1.0,35.0,2,4545.454545454545
1691,Electronic City,2 BHK,865.0,2.0,40.0,2,4624.277456647399
1692,Electronic City,2 BHK,1108.0,2.0,63.0,2,5685.920577617329
1693,Electronic City,1 BHK,630.0,1.0,40.5,1,6428.571428571428
1694,Electronic City,1 BHK,605.0,1.0,22.0,1,3636.363636363637
1695,Electronic City,2 BHK,1070.0,2.0,48.0,2,4485.981308411216
1696,Electronic City,3 BHK,1360.0,2.0,70.0,3,5147.058823529413
1697,Electronic City,1 BHK,635.0,1.0,28.0,1,4409.4488188976375
1698,Electronic City,2 BHK,1128.0,2.0,65.45,2,5802.304964539007
1699,Electronic City,2 BHK,890.0,2.0,40.0,2,4494.38202247191
1700,Electronic City,3 BHK,1360.0,2.0,58.0,3,4264.705882352941
1701,Electronic City,1 BHK,630.0,1.0,33.7,1,5349.20634920635
1702,Electronic City,3 Bedroom,1400.0,3.0,90.0,3,6428.571428571428
1703,Electronic City,3 BHK,1287.0,3.0,55.0,3,4273.504273504273
1704,Electronic City,2 BHK,1258.0,2.0,85.5,2,6796.50238473768
1705,Electronic City,2 BHK,1386.0,2.0,85.0,2,6132.7561327561325
1706,Electronic City,1 RK,550.0,1.0,27.0,1,4909.090909090909
1707,Electronic City,2 BHK,1025.0,2.0,50.0,2,4878.048780487805
1708,Electronic City,2 BHK,1070.0,2.0,55.0,2,5140.186915887851
1709,Electronic City,2 BHK,1342.0,2.0,72.0,2,5365.126676602086
1710,Electronic City,3 BHK,1275.0,3.0,70.0,3,5490.196078431372
1711,Electronic City,2 BHK,770.0,1.0,38.0,2,4935.0649350649355
1712,Electronic City,3 BHK,1644.0,3.0,92.59,3,5631.995133819953
1713,Electronic City,2 BHK,1250.0,2.0,62.0,2,4960.0
1714,Electronic City,1 BHK,418.0,1.0,12.0,1,2870.813397129187
1715,Electronic City,2 BHK,1128.0,2.0,64.8,2,5744.680851063829
1716,Electronic City,2 BHK,1060.0,2.0,55.0,2,5188.679245283019
1717,Electronic City,1 BHK,710.0,1.0,40.42,1,5692.9577464788745
1718,Electronic City,3 BHK,1275.0,3.0,63.43,3,4974.901960784314
1719,Electronic City,3 BHK,1518.0,3.0,75.0,3,4940.711462450593
1720,Electronic City,1 BHK,1090.0,2.0,31.48,1,2888.073394495413
1721,Electronic City,2 BHK,1060.0,2.0,55.0,2,5188.679245283019
1722,Electronic City,2 BHK,1353.0,2.0,75.0,2,5543.2372505543235
1723,Electronic City,2 BHK,1128.0,2.0,67.0,2,5939.716312056738
1724,Electronic City,2 BHK,1070.0,2.0,57.0,2,5327.102803738318
1725,Electronic City,3 BHK,1700.0,3.0,90.0,3,5294.117647058823
1726,Electronic City,1 BHK,750.0,1.0,35.0,1,4666.666666666667
1727,Electronic City,2 BHK,1210.0,2.0,55.0,2,4545.454545454545
1728,Electronic City,2 BHK,1070.0,2.0,60.0,2,5607.476635514018
1729,Electronic City,3 BHK,1615.0,3.0,97.0,3,6006.1919504643965
1730,Electronic City,2 BHK,1221.0,2.0,68.0,2,5569.205569205569
1731,Electronic City,3 Bedroom,1500.0,3.0,73.0,3,4866.666666666667
1732,Electronic City,2 BHK,995.0,2.0,48.0,2,4824.120603015075
1733,Electronic City,2 BHK,1342.0,2.0,90.0,2,6706.408345752608
1734,Electronic City,2 BHK,1128.0,2.0,63.5,2,5629.432624113475
1735,Electronic City,1 BHK,589.0,1.0,29.0,1,4923.599320882852
1736,Electronic City,3 BHK,1575.0,3.0,94.5,3,6000.0
1737,Electronic City,2 BHK,1070.0,2.0,48.0,2,4485.981308411216
1738,Electronic City,2 BHK,1025.0,2.0,54.0,2,5268.292682926829
1739,Electronic City,3 BHK,1500.0,2.0,70.0,3,4666.666666666667
1740,Electronic City,3 BHK,1500.0,2.0,64.5,3,4300.0
1741,Electronic City,4 BHK,2093.0,4.0,134.0,4,6402.293358815097
1742,Electronic City,2 BHK,1355.0,2.0,73.0,2,5387.453874538745
1743,Electronic City,3 BHK,1360.0,2.0,64.99,3,4778.676470588234
1744,Electronic City,2 BHK,1060.0,2.0,52.0,2,4905.66037735849
1745,Electronic City Phase II,2 BHK,1056.0,2.0,39.07,2,3699.810606060606
1746,Electronic City Phase II,2 BHK,1020.0,2.0,30.6,2,3000.0
1747,Electronic City Phase II,2 BHK,1069.0,2.0,45.0,2,4209.541627689428
1748,Electronic City Phase II,1 BHK,630.0,1.0,28.35,1,4500.0
1749,Electronic City Phase II,2 BHK,1000.0,2.0,25.0,2,2500.0
1750,Electronic City Phase II,2 BHK,1090.0,2.0,28.34,2,2600.0
1751,Electronic City Phase II,4 BHK,2225.0,4.0,98.88,4,4444.044943820225
1752,Electronic City Phase II,2 BHK,775.0,2.0,38.0,2,4903.225806451614
1753,Electronic City Phase II,2 BHK,1266.0,2.0,59.0,2,4660.347551342812
1754,Electronic City Phase II,2 BHK,1000.0,2.0,28.88,2,2888.0
1755,Electronic City Phase II,2 BHK,972.0,2.0,44.0,2,4526.748971193416
1756,Electronic City Phase II,2 BHK,1031.0,2.0,55.0,2,5334.626576139671
1757,Electronic City Phase II,2 BHK,1003.0,2.0,40.6,2,4047.8564307078773
1758,Electronic City Phase II,2 BHK,1031.0,2.0,56.35,2,5465.56741028128
1759,Electronic City Phase II,3 BHK,1395.0,2.0,62.78,3,4500.358422939068
1760,Electronic City Phase II,2 BHK,1160.0,2.0,33.5,2,2887.9310344827586
1761,Electronic City Phase II,2 BHK,1065.0,2.0,30.75,2,2887.323943661972
1762,Electronic City Phase II,2 BHK,1219.0,2.0,61.25,2,5024.610336341263
1763,Electronic City Phase II,2 BHK,1000.0,2.0,28.88,2,2888.0
1764,Electronic City Phase II,3 BHK,1790.0,3.0,100.0,3,5586.5921787709485
1765,Electronic City Phase II,2 BHK,769.0,2.0,40.0,2,5201.560468140442
1766,Electronic City Phase II,2 BHK,900.0,2.0,32.5,2,3611.111111111111
1767,Electronic City Phase II,3 BHK,993.0,2.0,50.0,3,5035.246727089629
1768,Electronic City Phase II,3 BHK,1418.0,3.0,52.47,3,3700.2820874471086
1769,Electronic City Phase II,2 BHK,1070.0,2.0,45.0,2,4205.607476635514
1770,Electronic City Phase II,2 BHK,1140.0,2.0,33.06,2,2900.0
1771,Electronic City Phase II,2 BHK,1089.0,2.0,32.67,2,3000.0
1772,Electronic City Phase II,2 BHK,1031.0,2.0,55.0,2,5334.626576139671
1773,Electronic City Phase II,2 BHK,1253.0,2.0,65.8,2,5251.396648044693
1774,Electronic City Phase II,2 BHK,1160.0,2.0,33.5,2,2887.9310344827586
1775,Electronic City Phase II,3 BHK,975.0,2.0,45.0,3,4615.384615384615
1776,Electronic City Phase II,4 Bedroom,6000.0,4.0,260.0,4,4333.333333333333
1777,Electronic City Phase II,2 BHK,1116.0,2.0,37.0,2,3315.412186379928
1778,Electronic City Phase II,2 BHK,1125.0,2.0,29.25,2,2600.0
1779,Electronic City Phase II,2 BHK,1000.0,2.0,28.88,2,2888.0
1780,Electronic City Phase II,2 BHK,1000.0,2.0,28.88,2,2888.0
1781,Electronic City Phase II,2 BHK,1000.0,2.0,28.88,2,2888.0
1782,Electronic City Phase II,2 BHK,1165.0,2.0,30.29,2,2600.0
1783,Electronic City Phase II,2 BHK,1031.0,2.0,53.0,2,5140.640155189137
1784,Electronic City Phase II,2 BHK,1065.0,2.0,30.88,2,2899.530516431925
1785,Electronic City Phase II,3 BHK,1549.0,3.0,80.0,3,5164.622336991608
1786,Electronic City Phase II,2 BHK,1065.0,2.0,56.13,2,5270.422535211268
1787,Electronic City Phase II,2 BHK,920.0,2.0,26.0,2,2826.086956521739
1788,Electronic City Phase II,2 BHK,1140.0,2.0,33.84,2,2968.421052631579
1789,Electronic City Phase II,2 BHK,1219.0,2.0,61.26,2,5025.430680885972
1790,Electronic City Phase II,3 BHK,1252.0,2.0,65.0,3,5191.693290734825
1791,Electronic City Phase II,2 BHK,1125.0,2.0,32.49,2,2888.0
1792,Electronic City Phase II,2 BHK,1286.0,2.0,69.0,2,5365.47433903577
1793,Electronic City Phase II,2 BHK,1140.0,2.0,32.92,2,2887.719298245614
1794,Electronic City Phase II,2 BHK,1116.0,2.0,40.0,2,3584.229390681004
1795,Electronic City Phase II,3 BHK,1150.0,3.0,46.0,3,4000.0
1796,Electronic City Phase II,3 BHK,1192.0,2.0,47.0,3,3942.9530201342277
1797,Electronic City Phase II,2 BHK,1020.0,2.0,32.0,2,3137.254901960784
1798,Electronic City Phase II,4 Bedroom,1900.0,3.0,97.0,4,5105.263157894737
1799,Electronic City Phase II,2 BHK,1020.0,2.0,27.43,2,2689.2156862745096
1800,Electronic City Phase II,2 BHK,1025.0,2.0,26.65,2,2600.0
1801,Electronic City Phase II,2 BHK,1020.0,2.0,29.45,2,2887.254901960784
1802,Electronic City Phase II,2 BHK,1000.0,2.0,28.88,2,2888.0
1803,Electronic City Phase II,2 BHK,1140.0,2.0,28.5,2,2500.0
1804,Electronic City Phase II,2 BHK,1125.0,2.0,32.49,2,2888.0
1805,Electronic City Phase II,2 BHK,1200.0,2.0,34.65,2,2887.5
1806,Electronic City Phase II,2 BHK,1160.0,2.0,52.2,2,4500.0
1807,Electronic City Phase II,2 BHK,1244.0,2.0,55.0,2,4421.221864951768
1808,Electronic City Phase II,2 BHK,1160.0,2.0,33.51,2,2888.793103448276
1809,Electronic City Phase II,2 BHK,972.0,2.0,40.0,2,4115.22633744856
1810,Electronic City Phase II,2 BHK,1160.0,2.0,33.51,2,2888.793103448276
1811,Electronic City Phase II,2 BHK,1090.0,2.0,31.48,2,2888.073394495413
1812,Electronic City Phase II,2 BHK,1140.0,2.0,32.92,2,2887.719298245614
1813,Electronic City Phase II,1 BHK,650.0,1.0,35.0,1,5384.615384615385
1814,Electronic City Phase II,2 BHK,1155.0,2.0,57.0,2,4935.0649350649355
1815,Electronic City Phase II,3 BHK,1800.0,3.0,92.0,3,5111.11111111111
1816,Electronic City Phase II,2 BHK,1300.0,2.0,28.0,2,2153.846153846154
1817,Electronic City Phase II,2 BHK,1160.0,2.0,33.5,2,2887.9310344827586
1818,Electronic City Phase II,2 BHK,1025.0,2.0,29.6,2,2887.804878048781
1819,Electronic City Phase II,2 BHK,829.0,2.0,22.8,2,2750.301568154403
1820,Electronic City Phase II,4 BHK,2187.5,4.0,105.0,4,4800.0
1821,Electronic City Phase II,2 BHK,1252.0,2.0,67.0,2,5351.437699680511
1822,Electronic City Phase II,2 BHK,1125.0,2.0,32.63,2,2900.4444444444453
1823,Electronic City Phase II,2 BHK,1140.0,2.0,34.0,2,2982.456140350877
1824,Electronic City Phase II,3 BHK,1252.0,2.0,65.0,3,5191.693290734825
1825,Electronic City Phase II,2 BHK,1135.0,2.0,46.0,2,4052.8634361233476
1826,Electronic City Phase II,3 BHK,1305.0,3.0,65.0,3,4980.842911877395
1827,Electronic City Phase II,2 BHK,1165.0,2.0,33.64,2,2887.5536480686696
1828,Electronic City Phase II,3 BHK,1336.0,2.0,50.35,3,3768.7125748503004
1829,Electronic City Phase II,1 BHK,575.0,1.0,16.75,1,2913.043478260869
1830,Electronic City Phase II,3 BHK,925.0,2.0,49.82,3,5385.945945945946
1831,Electronic City Phase II,2 BHK,1065.0,2.0,30.76,2,2888.262910798122
1832,Electronic City Phase II,2 BHK,1065.0,2.0,30.75,2,2887.323943661972
1833,Electronic City Phase II,2 BHK,1140.0,2.0,33.06,2,2900.0
1834,Electronic City Phase II,2 BHK,911.0,2.0,26.5,2,2908.891328210757
1835,Electronic City Phase II,2 BHK,1200.0,2.0,34.65,2,2887.5
1836,Electronic City Phase II,2 BHK,1031.0,2.0,54.48,2,5284.190106692531
1837,Electronics City Phase 1,3 BHK,1475.0,3.0,78.29,3,5307.796610169492
1838,Electronics City Phase 1,3 BHK,1490.0,3.0,78.8,3,5288.5906040268455
1839,Electronics City Phase 1,2 BHK,1113.27,2.0,53.0,2,4760.74986301616
1840,Electronics City Phase 1,3 BHK,1490.0,3.0,84.0,3,5637.583892617448
1841,Electronics City Phase 1,2 BHK,1015.0,2.0,56.0,2,5517.241379310345
1842,Electronics City Phase 1,3 BHK,1515.0,2.0,80.91,3,5340.59405940594
1843,Electronics City Phase 1,2 BHK,995.0,2.0,46.0,2,4623.115577889447
1844,Electronics City Phase 1,3 BHK,1555.0,2.0,82.0,3,5273.311897106109
1845,Electronics City Phase 1,2 BHK,1340.0,2.0,75.0,2,5597.014925373133
1846,Electronics City Phase 1,3 BHK,1124.0,2.0,55.0,3,4893.238434163701
1847,Electronics City Phase 1,2 BHK,1175.0,2.0,57.0,2,4851.063829787234
1848,Electronics City Phase 1,1 BHK,755.0,1.0,42.41,1,5617.218543046358
1849,Electronics City Phase 1,1 BHK,580.0,1.0,27.0,1,4655.172413793103
1850,Electronics City Phase 1,2 BHK,940.0,2.0,49.0,2,5212.765957446809
1851,Electronics City Phase 1,2 BHK,1335.0,2.0,67.0,2,5018.7265917603
1852,Electronics City Phase 1,2 BHK,1113.12,2.0,55.0,2,4941.066551674573
1853,Electronics City Phase 1,3 BHK,1350.0,3.0,71.0,3,5259.259259259259
1854,Electronics City Phase 1,2 BHK,995.0,2.0,49.8,2,5005.025125628141
1855,Electronics City Phase 1,1 BHK,635.0,1.0,26.0,1,4094.4881889763783
1856,Electronics City Phase 1,2 BHK,1190.0,2.0,68.0,2,5714.285714285716
1857,Electronics City Phase 1,3 BHK,1450.0,3.0,72.54,3,5002.758620689656
1858,Electronics City Phase 1,1 RK,360.0,1.0,16.9,1,4694.4444444444425
1859,Electronics City Phase 1,1 BHK,638.0,1.0,32.0,1,5015.673981191223
1860,Electronics City Phase 1,2 BHK,1175.0,2.0,64.98,2,5530.212765957447
1861,Electronics City Phase 1,1 BHK,585.0,1.0,21.0,1,3589.7435897435903
1862,Electronics City Phase 1,2 BHK,1200.0,2.0,59.76,2,4980.0
1863,Electronics City Phase 1,2 BHK,1145.0,2.0,54.0,2,4716.157205240174
1864,Electronics City Phase 1,2 BHK,1125.0,2.0,65.0,2,5777.777777777777
1865,Electronics City Phase 1,3 BHK,1550.0,2.0,82.0,3,5290.322580645161
1866,Electronics City Phase 1,2 BHK,865.0,2.0,40.0,2,4624.277456647399
1867,Electronics City Phase 1,3 BHK,1800.0,3.0,93.0,3,5166.666666666667
1868,Electronics City Phase 1,2 BHK,1314.0,2.0,60.0,2,4566.2100456621
1869,Electronics City Phase 1,2 BHK,1170.0,2.0,62.0,2,5299.145299145299
1870,Electronics City Phase 1,3 BHK,1450.0,3.0,79.0,3,5448.2758620689665
1871,Electronics City Phase 1,2 BHK,940.0,2.0,48.0,2,5106.3829787234035
1872,Electronics City Phase 1,2 BHK,940.0,2.0,44.0,2,4680.8510638297885
1873,Electronics City Phase 1,2 BHK,1300.0,2.0,67.0,2,5153.846153846154
1874,Electronics City Phase 1,2 BHK,1028.0,2.0,51.0,2,4961.089494163424
1875,Electronics City Phase 1,2 BHK,1205.0,2.0,60.0,2,4979.253112033195
1876,Electronics City Phase 1,2 BHK,1305.0,2.0,67.0,2,5134.099616858238
1877,Electronics City Phase 1,1 BHK,755.0,1.0,30.12,1,3989.4039735099336
1878,Electronics City Phase 1,2 BHK,1175.0,2.0,60.0,2,5106.3829787234035
1879,Frazer Town,3 BHK,1700.0,3.0,180.0,3,10588.235294117647
1880,Frazer Town,3 BHK,1305.0,3.0,95.45,3,7314.176245210728
1881,Frazer Town,3 BHK,1870.0,3.0,185.0,3,9893.048128342249
1882,Frazer Town,3 BHK,1750.0,3.0,150.0,3,8571.42857142857
1883,Frazer Town,3 BHK,2000.0,3.0,200.0,3,10000.0
1884,Frazer Town,3 BHK,3500.0,4.0,330.0,3,9428.57142857143
1885,Frazer Town,3 BHK,2350.0,4.0,285.0,3,12127.659574468084
1886,Frazer Town,2 BHK,1550.0,2.0,140.0,2,9032.258064516129
1887,Frazer Town,3 BHK,1900.0,4.0,145.0,3,7631.578947368421
1888,Frazer Town,3 BHK,2560.0,3.0,265.0,3,10351.5625
1889,Frazer Town,3 BHK,2400.0,3.0,260.0,3,10833.333333333334
1890,Frazer Town,3 BHK,2560.0,3.0,288.0,3,11250.0
1891,Frazer Town,4 BHK,3436.0,5.0,341.0,4,9924.330616996507
1892,Frazer Town,2 BHK,1315.0,2.0,140.0,2,10646.38783269962
1893,Frazer Town,3 BHK,1706.0,3.0,154.0,3,9026.963657678782
1894,Frazer Town,3 BHK,2079.0,3.0,220.0,3,10582.010582010582
1895,Frazer Town,4 BHK,3435.0,2.0,341.0,4,9927.21979621543
1896,Frazer Town,4 BHK,3436.0,5.0,345.0,4,10040.745052386497
1897,Frazer Town,3 BHK,3100.0,3.0,400.0,3,12903.225806451614
1898,Frazer Town,3 BHK,5400.0,3.0,400.0,3,7407.407407407409
1899,Frazer Town,2 BHK,1180.0,2.0,105.0,2,8898.305084745763
1900,Frazer Town,4 BHK,2900.0,4.0,325.0,4,11206.896551724138
1901,Frazer Town,3 BHK,1870.0,3.0,180.0,3,9625.66844919786
1902,Frazer Town,1 Bedroom,896.0,1.0,100.0,1,11160.714285714286
1903,Frazer Town,2 BHK,1420.0,2.0,120.0,2,8450.704225352112
1904,GM Palaya,3 BHK,1820.0,2.0,86.0,3,4725.274725274725
1905,GM Palaya,2 BHK,1225.0,2.0,47.0,2,3836.7346938775513
1906,GM Palaya,2 BHK,1140.0,2.0,48.95,2,4293.859649122807
1907,GM Palaya,3 BHK,1315.0,2.0,65.0,3,4942.965779467681
1908,GM Palaya,3 BHK,1315.0,3.0,65.0,3,4942.965779467681
1909,GM Palaya,3 BHK,1315.0,3.0,64.0,3,4866.920152091255
1910,GM Palaya,3 BHK,1735.0,3.0,70.0,3,4034.5821325648412
1911,GM Palaya,3 BHK,1643.0,2.0,70.0,3,4260.49908703591
1912,Garudachar Palya,3 BHK,1325.0,2.0,60.8,3,4588.679245283019
1913,Garudachar Palya,2 BHK,1060.0,2.0,48.7,2,4594.33962264151
1914,Garudachar Palya,2 BHK,1150.0,2.0,52.75,2,4586.95652173913
1915,Garudachar Palya,3 BHK,1295.0,2.0,59.5,3,4594.594594594595
1916,Garudachar Palya,3 BHK,1320.0,2.0,60.6,3,4590.909090909091
1917,Garudachar Palya,3 BHK,1295.0,2.0,59.5,3,4594.594594594595
1918,Garudachar Palya,2 BHK,1150.0,2.0,52.8,2,4591.304347826087
1919,Garudachar Palya,2 BHK,1150.0,2.0,52.8,2,4591.304347826087
1920,Garudachar Palya,2 BHK,1060.0,2.0,48.5,2,4575.471698113208
1921,Garudachar Palya,2 BHK,1150.0,2.0,52.5,2,4565.217391304348
1922,Garudachar Palya,3 BHK,1325.0,2.0,60.8,3,4588.679245283019
1923,Garudachar Palya,2 BHK,1060.0,2.0,48.66,2,4590.566037735849
1924,Garudachar Palya,2 BHK,1150.0,2.0,52.0,2,4521.739130434783
1925,Garudachar Palya,2 BHK,1154.0,2.0,51.8,2,4488.734835355286
1926,Giri Nagar,4 Bedroom,2400.0,4.0,400.0,4,16666.666666666668
1927,Giri Nagar,3 Bedroom,1800.0,3.0,252.0,3,14000.0
1928,Giri Nagar,3 Bedroom,1350.0,3.0,240.0,3,17777.777777777777
1929,Giri Nagar,4 Bedroom,2400.0,4.0,400.0,4,16666.666666666668
1930,Giri Nagar,6 Bedroom,3000.0,4.0,375.0,6,12500.0
1931,Giri Nagar,6 Bedroom,2400.0,6.0,400.0,6,16666.666666666668
1932,Giri Nagar,4 Bedroom,4000.0,3.0,750.0,4,18750.0
1933,Gollarapalya Hosahalli,2 BHK,861.0,2.0,34.5,2,4006.968641114983
1934,Gollarapalya Hosahalli,3 BHK,1408.0,3.0,62.0,3,4403.409090909091
1935,Gollarapalya Hosahalli,2 BHK,861.0,2.0,34.5,2,4006.968641114983
1936,Gollarapalya Hosahalli,3 BHK,1318.0,3.0,54.0,3,4097.11684370258
1937,Gollarapalya Hosahalli,2 BHK,861.0,2.0,36.5,2,4239.256678281068
1938,Gollarapalya Hosahalli,3 BHK,1320.0,3.0,60.0,3,4545.454545454545
1939,Gollarapalya Hosahalli,3 BHK,1345.0,3.0,60.0,3,4460.966542750929
1940,Gollarapalya Hosahalli,4 BHK,1905.0,3.0,86.0,4,4514.435695538058
1941,Gollarapalya Hosahalli,3 BHK,1318.0,3.0,56.0,3,4248.86191198786
1942,Gollarapalya Hosahalli,2 BHK,1129.0,2.0,50.0,2,4428.697962798937
1943,Gottigere,2 BHK,1100.0,2.0,40.0,2,3636.363636363637
1944,Gottigere,2 BHK,967.0,2.0,45.0,2,4653.567735263702
1945,Gottigere,3 BHK,1618.0,3.0,82.5,3,5098.887515451173
1946,Gottigere,2 BHK,1222.0,2.0,63.0,2,5155.482815057283
1947,Gottigere,3 BHK,1300.0,3.0,65.0,3,5000.0
1948,Gottigere,2 BHK,950.0,2.0,38.0,2,4000.0
1949,Gottigere,2 BHK,1153.0,2.0,48.5,2,4206.418039895922
1950,Gottigere,1 Bedroom,812.0,1.0,26.0,1,3201.9704433497536
1951,Gottigere,3 BHK,1460.0,2.0,65.0,3,4452.054794520548
1952,Gottigere,3 BHK,1500.0,3.0,70.0,3,4666.666666666667
1953,Gottigere,3 BHK,1621.0,3.0,72.0,3,4441.702652683529
1954,Gottigere,1 Bedroom,812.0,1.0,26.0,1,3201.9704433497536
1955,Gottigere,2 BHK,990.0,2.0,40.0,2,4040.4040404040397
1956,Gottigere,2 BHK,1235.0,2.0,63.0,2,5101.214574898785
1957,Gottigere,3 BHK,1385.0,3.0,64.0,3,4620.938628158845
